filename,duration
s28_l_gik8a_WRONG_#sil.wav,390
s27_l_bah2s_WRONG_#sil.wav,460
s54_p_lraf3n.wav,1410
s54_l_lgaa8a.wav,1420
s54_p_brac3n.wav,1430
s54_l_lraf3n.wav,1490
s54_l_brim2s.wav,1510
s54_l_brac3n.wav,1510
s54_p_lgaa8a.wav,1520
s54_p_pbid1p.wav,1530
s54_p_brim2s.wav,1530
s54_p_sgwr9a.wav,1540
s54_p_pgwg3a.wav,1540
s54_l_lgah9s.wav,1540
s54_l_bbbu2s.wav,1540
s54_p_bwwc2s.wav,1550
s54_p_lgbg8a.wav,1550
s47_p_brib9n.wav,1560
s54_l_lbam6s.wav,1560
s54_l_lgbg8a.wav,1570
s54_p_lbam6s.wav,1580
s54_p_lwbv1p.wav,1590
s54_p_srap7a.wav,1590
s12_p_lrwu3a.wav,1600
s54_l_bwbn8s.wav,1600
s54_p_prax5s.wav,1600
s54_l_prir7a.wav,1600
s54_l_bbwu6n.wav,1610
s54_p_lbis1p.wav,1610
s54_p_brajza.wav,1610
s54_p_swiy2p.wav,1620
s54_l_lwbb8a.wav,1620
s54_p_lbbt1s.wav,1620
s54_p_bbwu6n.wav,1620
s54_l_prax5s.wav,1630
s54_p_bbbu2s.wav,1630
s54_l_srwb9n.wav,1630
s47_p_lrif6n.wav,1630
s54_l_sraq3n.wav,1630
s54_l_bwwc2s.wav,1630
s54_p_lwbb8a.wav,1630
s54_p_sraq3n.wav,1630
s54_p_prid5p.wav,1640
s47_p_brbc1a.wav,1640
s54_l_lbbt1s.wav,1640
s54_p_lgah9s.wav,1640
s54_p_pgay4a.wav,1640
s54_l_swiv8a.wav,1650
s54_p_lgwi9p.wav,1650
s54_p_prwq6p.wav,1650
s12_l_brau1n.wav,1650
s54_p_pwbk4a.wav,1660
s54_p_bwixza.wav,1660
s54_p_swiv8a.wav,1660
s54_p_sbah7s.wav,1670
s54_p_bbif7p.wav,1670
s47_p_brim4n.wav,1670
s54_l_brin7s.wav,1670
s47_p_lbbl4s.wav,1670
s54_p_prir7a.wav,1670
s54_l_brajza.wav,1680
s12_p_brau1n.wav,1680
s54_l_pgwg3a.wav,1680
s54_p_pwil4s.wav,1680
s54_l_pgay4a.wav,1690
s47_p_bwio7n.wav,1690
s54_l_sbah7s.wav,1690
s54_p_sgbk3a.wav,1690
s54_p_bwbn8s.wav,1690
s54_l_pgbe6n.wav,1690
s54_l_lwbv1p.wav,1690
s54_p_lwis4s.wav,1690
s54_l_lwis4s.wav,1700
s54_l_pbid1p.wav,1710
s54_l_pwbk4a.wav,1710
s54_p_pbwz5p.wav,1710
s54_p_pgbe6n.wav,1710
s54_p_bwwi9n.wav,1710
s47_l_brat1s.wav,1720
s54_l_lwwo5s.wav,1720
s54_l_srap7a.wav,1720
s47_p_pgig2a.wav,1720
s54_l_bwwi9n.wav,1720
s54_l_sgbk3a.wav,1720
s54_p_pgbt1p.wav,1730
s54_l_brwa5s.wav,1730
s54_l_prid5p.wav,1730
s47_l_brbc1a.wav,1740
s47_p_bwwy2a.wav,1740
s47_p_lwaf6a.wav,1740
s47_p_prwq9a.wav,1740
s12_p_lgat6s.wav,1740
s54_l_lbis1p.wav,1740
s47_p_lbal8p.wav,1740
s47_p_pbwc2a.wav,1750
s47_p_lbas7s.wav,1750
s47_l_brib9n.wav,1750
s54_p_lbbl6n.wav,1750
s54_p_srwb9n.wav,1750
s54_l_pbbz2n.wav,1760
s54_l_bbif7p.wav,1760
s54_l_lbbl6n.wav,1760
s12_p_bbwa4a.wav,1760
s47_p_pbwj8s.wav,1760
s54_l_pwil4s.wav,1760
s54_p_brin7s.wav,1760
s42_l_bbam1n.wav,1760
s42_p_sriu2a.wav,1770
s12_p_brbi3s.wav,1770
s12_p_bwwo4s.wav,1780
s54_l_pbwz5p.wav,1780
s47_l_lrie6n.wav,1780
s54_l_prwq6p.wav,1780
s54_p_brwa5s.wav,1780
s47_p_bwwq2s.wav,1780
s54_p_pbbz2n.wav,1780
s47_l_bgwa5n.wav,1780
s47_p_pgik5n.wav,1780
s12_p_srwk8a.wav,1780
s12_p_bria5s.wav,1780
s47_p_pgar8s.wav,1790
s12_p_lbiz8s.wav,1790
s47_p_lrie6n.wav,1790
s54_p_lwwo5s.wav,1790
s47_l_bbbu1s.wav,1790
s30_p_brwp1n.wav,1790
s54_p_sgbe4s.wav,1800
s12_p_bbavza.wav,1800
s42_l_sriu2a.wav,1800
s47_p_bgwa5n.wav,1800
s7_p_bbam9a.wav,1800
s28_p_brat2n.wav,1800
s47_p_brat1s.wav,1800
s47_p_prizzn.wav,1800
s47_l_brim4n.wav,1810
s47_l_lrif6n.wav,1810
s30_l_bwwo8n.wav,1810
s47_l_lria1p.wav,1810
s47_l_bwio7n.wav,1810
s12_p_lbas9a.wav,1810
s4_p_sgar5a.wav,1810
s54_p_bgbpzp.wav,1810
s12_l_lrwn8n.wav,1820
s47_p_prbr8a.wav,1820
s47_p_lbaszn.wav,1820
s47_l_lbaszn.wav,1820
s54_l_lgwi9p.wav,1820
s12_p_lril4p.wav,1820
s12_p_sbwd1a.wav,1830
s54_l_swbjza.wav,1830
s54_l_swiy2p.wav,1830
s47_p_priy5s.wav,1830
s7_p_bwao2n.wav,1830
s42_p_prip3n.wav,1830
s12_l_bria5s.wav,1830
s47_p_lwbt5s.wav,1840
s47_l_prizzn.wav,1840
s7_p_srac1n.wav,1840
s12_p_lrwn8n.wav,1840
s47_l_pwie1s.wav,1840
s47_p_sbax4p.wav,1840
s47_p_bbbu1s.wav,1840
s47_p_bbbn9p.wav,1840
s7_p_srao8n.wav,1840
s47_p_bgbd3p.wav,1850
s54_l_sgwr9a.wav,1850
s47_p_bgap7s.wav,1850
s47_p_pgwm3s.wav,1850
s12_p_lgwp3n.wav,1850
s12_l_bbwa4a.wav,1850
s12_p_bgwj3a.wav,1850
s12_p_lbbs9a.wav,1850
s47_p_bbab6p.wav,1850
s54_l_pgbt1p.wav,1860
s47_p_sgix4a.wav,1860
s12_p_bwat9s.wav,1860
s4_p_sbwp4n.wav,1860
s3_l_swwp8s_WRONG_brag2n.wav,1860
s47_p_sgik4s.wav,1860
s12_p_lrag5a.wav,1860
s28_l_brat2n.wav,1860
s30_l_brwp1n.wav,1870
s7_p_bbaf9a.wav,1870
s47_l_bgap7s.wav,1870
s6_p_lwbs3n.wav,1870
s54_l_bwixza.wav,1870
s42_p_srwk8p.wav,1870
s12_p_sbax1a.wav,1870
s4_p_lwau8a.wav,1870
s42_l_lrwn3a.wav,1880
s42_p_lbwm5n.wav,1880
s47_l_bwwq2s.wav,1880
s12_p_pgir6s.wav,1880
s12_p_lwamzn.wav,1880
s12_p_lgbi2n.wav,1880
s47_p_pwie1s.wav,1880
s4_p_brbb6p.wav,1880
s47_l_lbas7s.wav,1890
s47_l_pbwj8s.wav,1890
s47_p_srwi7s.wav,1890
s47_p_lria1p.wav,1890
s30_p_bbbm4a.wav,1890
s47_l_pbwc2a.wav,1890
s4_p_lwah7a.wav,1890
s42_p_pwbz3n.wav,1890
s28_p_lram9n.wav,1900
s12_l_lrag5a.wav,1900
s47_l_prbr8a.wav,1900
s30_p_brwa9s.wav,1900
s30_p_lwia8s_WRONG_lwaa8s.wav,1900
s7_p_bbig3a.wav,1900
s12_l_lwamzn.wav,1900
s47_p_swbi6s.wav,1900
s7_p_brih2p.wav,1900
s50_p_pbwe5a.wav,1900
s47_p_sbiu3n.wav,1900
s7_p_bwaj4s.wav,1900
s54_p_bbaozp.wav,1910
s14_p_sbac1n.wav,1910
s30_p_prap8n.wav,1910
s7_p_sbii8s.wav,1910
s3_p_pwis1a.wav,1910
s47_p_swbv8s.wav,1910
s12_l_lbas9a.wav,1910
s7_l_brib1n.wav,1910
s47_p_brwhza.wav,1910
s47_l_lwaf6a.wav,1910
s12_p_sgax6s.wav,1910
s7_p_lgau5a.wav,1920
s4_p_lwaf7a.wav,1920
s7_p_brib1n.wav,1920
s3_p_bgwk1a.wav,1920
s42_p_bbam1n.wav,1920
s7_p_lgwb4a.wav,1920
s12_l_lrwu3a.wav,1920
s28_p_sgaq4p.wav,1920
s32_p_lrwu2a.wav,1920
s14_p_bria3a.wav,1920
s12_p_pgiq7n.wav,1920
s50_p_pbad9a.wav,1920
s29_p_lris1a.wav,1930
s18_p_bric1a.wav,1930
s12_p_swwl1n.wav,1930
s14_p_brab4s.wav,1930
s14_p_pgal7n.wav,1930
s4_l_pwiv4a.wav,1930
s12_l_brbi3s.wav,1930
s4_p_bbai2p.wav,1930
s47_p_lwwo3p.wav,1930
s47_l_lwbt5s.wav,1930
s32_p_bwwj2n.wav,1930
s7_p_lrbs5s.wav,1940
s14_p_bbau7n.wav,1940
s30_p_bbil7a.wav,1940
s3_p_bbwt8n.wav,1940
s47_p_lgih2p.wav,1940
s50_p_brau4p.wav,1940
s14_p_bwwo2s.wav,1940
s30_p_bwavzp.wav,1940
s7_p_pwwk5n.wav,1940
s54_l_sgbe4s.wav,1940
s42_l_lbwm5n.wav,1940
s12_l_lwbm4s.wav,1940
s42_p_lgwa4n.wav,1940
s12_l_lgbi2n.wav,1940
s42_p_swii2a.wav,1940
s32_p_bbab5n.wav,1940
s47_l_sgik4s.wav,1950
s32_p_lrwn1a.wav,1950
s30_p_brao4p.wav,1950
s20_p_lrbf9a.wav,1950
s28_p_swix1s.wav,1950
s47_l_pgik5n.wav,1950
s4_l_lril8p.wav,1950
s28_p_pbbe5p.wav,1950
s3_p_bwwb8n.wav,1950
s47_p_bwbj5s.wav,1950
s12_l_lbwf9a.wav,1950
s47_l_bwwvzs.wav,1950
s32_p_bwau3a.wav,1950
s4_p_bris6a.wav,1950
s20_p_pwar2a.wav,1960
s12_l_bwwo4s.wav,1960
s47_l_bwwy2a.wav,1960
s38_p_bgao1a.wav,1960
s6_p_brbv7s.wav,1960
s4_l_lgas8n.wav,1960
s12_l_lgwp3n.wav,1960
s47_l_pgwm3s.wav,1960
s20_p_bgwv8n.wav,1960
s14_p_sbav6p.wav,1960
s47_l_priy5s.wav,1960
s47_l_sgix4a.wav,1960
s14_p_sradzp.wav,1960
s29_p_bgah4a.wav,1960
s28_p_lgbc4a.wav,1960
s14_p_brwn8p.wav,1960
s28_p_bbbu8n.wav,1970
s14_p_sgwy3n.wav,1970
s42_l_lbwg8a.wav,1970
s28_p_sgak9a.wav,1970
s28_p_prwy5a.wav,1970
s28_p_prbl3a.wav,1970
s12_l_sbax1a.wav,1970
s12_l_swwl1n.wav,1970
s14_p_bbih1s.wav,1970
s30_l_brwa9s.wav,1970
s47_l_sbiu3n.wav,1970
s47_l_swbv8s.wav,1970
s38_p_lraa4a.wav,1970
s42_p_lwab1s.wav,1970
s30_p_pwbf9a.wav,1970
s47_l_bgbd3p.wav,1970
s42_l_swii2a.wav,1970
s42_p_bgav6a.wav,1970
s47_l_lbbl4s.wav,1980
s54_l_bgbpzp.wav,1980
s12_l_pgwb2s.wav,1980
s14_p_bwit2p.wav,1980
s12_p_lwbm4s.wav,1980
s42_l_sgwz1a.wav,1980
s38_p_lgag8s.wav,1980
s12_l_srwe4n.wav,1980
s28_p_bwah2p.wav,1980
s50_p_bgis7p.wav,1980
s12_l_swiv6s.wav,1980
s30_l_brbn4s.wav,1980
s7_p_lrie5s.wav,1980
s30_l_lbwr7n.wav,1980
s28_p_bwig9n.wav,1980
s42_p_brar9p.wav,1990
s42_p_pbio8s.wav,1990
s12_l_pgaz5a.wav,1990
s30_p_bwih1p.wav,1990
s30_p_prix6s.wav,1990
s38_p_lrie2a.wav,1990
s30_p_bgbc2s.wav,1990
s7_p_pgir3s.wav,1990
s12_l_bgwj3a.wav,1990
s12_l_lril4p.wav,1990
s28_p_bwip3n.wav,1990
s20_p_brwi5n.wav,2000
s12_p_pbbq7n.wav,2000
s4_l_bbwt4s.wav,2000
s12_p_srwe4n.wav,2000
s4_l_swbo2a.wav,2000
s6_p_bran7p.wav,2000
s28_p_bwbv7a.wav,2000
s3_l_prwf4n.wav,2000
s30_p_lbig4a.wav,2000
s4_p_bbwp3a.wav,2000
s47_p_sgwd9p.wav,2000
s47_l_prwq9a.wav,2000
s42_p_brwh2s.wav,2000
s12_p_lbwf9a.wav,2000
s38_p_lbwm4n.wav,2000
s14_p_sbis6a.wav,2000
s14_p_bbim3n.wav,2000
s7_p_lrbt1a.wav,2000
s30_l_brao4p.wav,2000
s12_l_pbie8a.wav,2000
s4_p_pwiv4a.wav,2000
s12_p_pgwn2p.wav,2010
s50_p_bwbx3p.wav,2010
s3_p_lrwl8a.wav,2010
s39_p_bwan9a.wav,2010
s42_l_bgii4a.wav,2010
s42_p_lbwg8a.wav,2010
s3_p_lgia9a.wav,2010
s7_p_sbbv6a.wav,2010
s7_p_swwk1n.wav,2010
s4_l_bbai2p.wav,2010
s42_l_lgwa4n.wav,2010
s28_p_bbin9n.wav,2010
s28_p_sbwxzs.wav,2010
s7_p_lgaa8s.wav,2010
s38_p_sbai4a.wav,2010
s4_p_sbwe1n.wav,2010
s42_l_brar9p.wav,2010
s4_l_pgal7a.wav,2010
s42_p_lwbg6a.wav,2020
s7_p_lray6n.wav,2020
s14_p_brav5a.wav,2020
s47_l_bbbn9p.wav,2020
s42_p_sgae5n.wav,2020
s42_p_lbas7p.wav,2020
s50_p_braf1p.wav,2020
s6_p_lgit8n.wav,2020
s42_l_pbid3n.wav,2020
s12_p_sgaj3p.wav,2020
s4_l_sgiy7a.wav,2020
s42_l_prip3n.wav,2020
s3_p_brag2n.wav,2020
s18_p_bbif3a.wav,2020
s20_p_bwau9a.wav,2020
s42_p_lrwn3a.wav,2020
s28_p_bgac1p.wav,2020
s12_l_brwpza.wav,2020
s47_p_bwwvzs.wav,2020
s47_l_bbab6p.wav,2020
s47_p_sgwgzs.wav,2020
s10_p_bbat9p.wav,2020
s42_p_prie6p.wav,2020
s12_p_sbbc2s.wav,2020
s42_l_bgat1p.wav,2030
s42_p_brbh2s.wav,2030
s20_p_praq3p.wav,2030
s6_l_pbid6a.wav,2030
s14_p_lrbf1n.wav,2030
s47_l_pgar8s.wav,2030
s14_p_lrwi1p.wav,2030
s42_l_lgia9n.wav,2030
s30_p_prwz3a.wav,2030
s42_p_bbbt9p.wav,2030
s47_l_brwhza.wav,2030
s28_p_bgbd6s.wav,2030
s12_l_lbiz8s.wav,2030
s31_p_lrat2n.wav,2030
s42_l_bgav6a.wav,2040
s42_p_sgwz1a.wav,2040
s32_p_prar6n.wav,2040
s7_p_lbwu4a.wav,2040
s12_l_srih9p.wav,2040
s30_p_prik6n.wav,2040
s7_l_sbii8s.wav,2040
s30_p_pwie2p.wav,2040
s30_p_sbau9a.wav,2040
s32_p_bgbj2a.wav,2040
s3_p_lriy4a.wav,2040
s30_l_sgwd2s.wav,2040
s14_l_pgaf4a.wav,2040
s7_p_srad8s.wav,2040
s3_p_brwi7n.wav,2040
s7_l_srao8n.wav,2040
s3_l_brag2n.wav,2040
s3_l_pbbz1n.wav,2040
s7_p_bgbi4s.wav,2040
s12_l_lgat6s.wav,2040
s53_p_lbiz2a.wav,2040
s38_p_lbif9a.wav,2040
s7_l_bbam9a.wav,2050
s30_l_bbil7a.wav,2050
s28_p_prirzn.wav,2050
s4_p_brbj1s.wav,2050
s47_l_bwbj5s.wav,2050
s12_p_lgbbzp.wav,2050
s42_l_prie6p.wav,2050
s6_p_lgwu9n.wav,2050
s47_l_lbal8p.wav,2050
s5_p_brit9p.wav,2050
s12_l_pbbf5a.wav,2050
s12_p_pwak7p.wav,2050
s30_p_pgam3s.wav,2050
s20_p_brwn1n.wav,2050
s12_l_pwbg2s.wav,2050
s42_p_srwx6s.wav,2050
s28_p_lrwb1s.wav,2050
s6_p_srwj8n.wav,2050
s12_p_pwbg2s.wav,2050
s38_p_brit1n.wav,2050
s47_l_bban7p.wav,2050
s42_l_brwh2s.wav,2050
s14_l_sgae4p.wav,2050
s7_p_swbe1p.wav,2050
s4_l_bbwp3a.wav,2050
s12_p_pgwb2s.wav,2060
s14_l_sbis6a.wav,2060
s18_p_prwm1a.wav,2060
s7_p_swbz3a.wav,2060
s12_p_swby8s.wav,2060
s38_p_bwwkza.wav,2060
s42_p_pwij6s.wav,2060
s50_p_brih7a.wav,2060
s34_p_lrif2s.wav,2060
s12_l_bwat9s.wav,2060
s14_p_prip9a.wav,2060
s42_p_bgii4a.wav,2060
s54_l_bbaozp.wav,2060
s12_l_pgiq7n.wav,2060
s4_p_bbwt4s.wav,2060
s3_p_swii9a.wav,2060
s28_p_swbq6s.wav,2060
s42_l_pbio8s.wav,2060
s14_p_priq7p.wav,2060
s29_p_srap9a.wav,2060
s14_p_lbirzn.wav,2060
s20_p_lwif1s.wav,2060
s42_p_bwac7a.wav,2060
s31_p_bgaq1a.wav,2060
s50_p_prwr1a.wav,2060
s20_p_lwit1a.wav,2060
s42_l_lwab1s.wav,2060
s3_p_bbbu9s.wav,2060
s53_p_lbbs2a.wav,2060
s28_l_swbq6s.wav,2060
s4_l_sbia5s.wav,2060
s42_p_swiq4a.wav,2070
s36_p_sbic4a.wav,2070
s38_p_bbif5s.wav,2070
s3_l_sbwq1a.wav,2070
s20_p_swwz5a.wav,2070
s32_p_swio4s.wav,2070
s4_p_lgbt1n.wav,2070
s42_l_bwwb9s.wav,2070
s32_p_sbic6p.wav,2070
s32_l_lrwn1a.wav,2070
s20_l_bwau9a.wav,2070
s12_p_bbbo1p.wav,2070
s38_p_lgwt8s.wav,2070
s7_l_lgau5a.wav,2070
s30_p_pgbt9s.wav,2070
s14_p_bwwb5n.wav,2070
s20_p_bgic6s.wav,2070
s14_l_bbau7n.wav,2070
s18_p_bgwx8a.wav,2070
s20_l_lwab1n.wav,2070
s42_p_srap4p.wav,2070
s50_p_pgie2s.wav,2070
s6_p_brbb1p.wav,2070
s32_p_pwws2a.wav,2070
s12_p_brwpza.wav,2070
s32_p_swik8a.wav,2070
s20_p_lbwl4a.wav,2080
s14_p_lwwn9a.wav,2080
s7_p_sgar6p.wav,2080
s47_p_bban7p.wav,2080
s3_l_bbif8a.wav,2080
s42_p_bgat1p.wav,2080
s50_p_pgwf2p.wav,2080
s3_l_lwwu7p_WRONG_bbif8a.wav,2080
s30_l_lbig4a.wav,2080
s7_l_bbaf9a.wav,2080
s28_p_sgik8a.wav,2080
s53_p_pgbg9a.wav,2080
s30_p_sgwd2s.wav,2080
s20_p_brbi8a.wav,2080
s39_p_lrwo3a.wav,2090
s30_l_srai1a.wav,2090
s11_p_bgia7s.wav,2090
s32_l_bbab5n.wav,2090
s28_p_lrwt7s.wav,2090
s3_p_lbie5s.wav,2090
s12_p_pbie8a.wav,2090
s3_p_prwf4n.wav,2090
s20_p_lgbb8s.wav,2090
s5_p_lgim2p.wav,2090
s3_p_pgiy4a.wav,2090
s7_p_bwbvzs.wav,2090
s14_p_lgba4n.wav,2090
s32_p_pwix5a.wav,2090
s12_p_lwwh7p.wav,2090
s25_p_lbwg8s.wav,2090
s30_l_sgwe3a.wav,2090
s4_p_lbbh2a.wav,2090
s4_l_prbd9a.wav,2090
s20_l_bwiv3a.wav,2090
s5_p_bwbu2s.wav,2090
s6_p_lgbi2s.wav,2090
s12_p_swac6p.wav,2090
s6_p_swiv3a.wav,2090
s4_l_sgib1p.wav,2090
s30_l_prap8n.wav,2090
s6_p_pbie3a.wav,2090
s3_l_lrwl8a_WRONG_lriy4a.wav,2090
s28_p_bwwa2a.wav,2090
s6_l_bwwj1n.wav,2090
s38_p_bwah6a.wav,2100
s4_l_pwwk6n.wav,2100
s35_l_brin1n.wav,2100
s24_p_lbad9n.wav,2100
s7_p_sbaq4a.wav,2100
s12_l_bbbo1p.wav,2100
s4_p_prbd9a.wav,2100
s7_p_pwwt2a.wav,2100
s20_p_sbac6s.wav,2100
s4_p_pwwe5n.wav,2100
s33_p_pbid7a.wav,2100
s33_p_lbik7a.wav,2100
s14_l_lrbf1n.wav,2100
s11_p_brwv1s.wav,2100
s12_l_lbbs9a.wav,2100
s14_l_lbwz4a.wav,2100
s3_l_brwi7n.wav,2100
s41_p_lrwf1n.wav,2100
s3_l_bgwk1a.wav,2100
s7_p_pbby9p.wav,2110
s20_p_bwiv3a.wav,2110
s30_p_sbaj6a.wav,2110
s42_l_swiq4a.wav,2110
s42_p_pbwl2s.wav,2110
s42_p_srwc5p.wav,2110
s42_p_srajzs.wav,2110
s32_p_pgir7a.wav,2110
s38_p_pwio7n.wav,2110
s5_p_sbbb4p.wav,2110
s18_l_brbb5s_WRONG_#brbb5s(distorted).wav,2110
s7_l_srad8s.wav,2110
s30_l_bbbm4a.wav,2110
s50_p_lwal7n.wav,2110
s12_l_srwk8a.wav,2110
s53_p_brat8n.wav,2110
s7_p_prap5n.wav,2110
s6_p_lbbf9s.wav,2110
s47_l_pgig2a.wav,2110
s7_p_pgbl7s.wav,2110
s20_p_pgwu6a.wav,2110
s12_l_pbbq7n.wav,2110
s42_p_pbiq7a.wav,2110
s20_p_pbax8a.wav,2110
s5_p_lgag2a.wav,2110
s53_p_bbaf8n.wav,2110
s32_p_pgaa3n.wav,2110
s12_l_pgwn2p.wav,2110
s30_p_brbn4s.wav,2110
s30_p_bwbx1s.wav,2110
s20_p_sgae3a.wav,2110
s50_p_brbv2s.wav,2110
s15_p_lgaa5s.wav,2110
s50_p_bwbj2s.wav,2110
s28_p_sgbr3p.wav,2110
